"id","AREA_SQKM","Long","Lat","Age_0_4_yr_M","Age_0_4_yr_F","Age_5_14_yr_M","Age_5_14_yr_F","Age_15_19_yr_M","Age_15_19_yr_F","Age_20_24_yr_M","Age_20_24_yr_F","Age_25_34_yr_M","Age_25_34_yr_F","Age_35_44_yr_M","Age_35_44_yr_F","Age_45_54_yr_M","Age_45_54_yr_F","Age_55_64_yr_M","Age_55_64_yr_F","Age_65_74_yr_M","Age_65_74_yr_F","Age_75_84_yr_M","Age_75_84_yr_F","Age_85ov_M","Age_85ov_F","Counted_Census_Night_home_M","Counted_Census_Night_home_F","Count_Census_Nt_Ewhere_Aust_M","Count_Census_Nt_Ewhere_Aust_F","Indigenous_psns_Aboriginal_M","Indigenous_psns_Aboriginal_F","Indig_psns_Torres_Strait_Is_M","Indig_psns_Torres_Strait_Is_F","Indig_Bth_Abor_Torres_St_Is_M","Indig_Bth_Abor_Torres_St_Is_F","Indigenous_P_Tot_M","Indigenous_P_Tot_F","Birthplace_Australia_M","Birthplace_Australia_F","Birthplace_Elsewhere_M","Birthplace_Elsewhere_F","Lang_spoken_home_Eng_only_M","Lang_spoken_home_Eng_only_F","Lang_spoken_home_Oth_Lang_M","Lang_spoken_home_Oth_Lang_F","Australian_citizen_M","Australian_citizen_F","High_yr_schl_comp_Yr_12_eq_M","High_yr_schl_comp_Yr_12_eq_F","Count_psns_occ_priv_dwgs_M","Count_psns_occ_priv_dwgs_F","Count_Persons_other_dwgs_M","Count_Persons_other_dwgs_F","Median_mortgage_repay_monthly","Median_Tot_prsnl_inc_weekly","Median_Tot_fam_inc_weekly","Average_num_psns_per_bedroom","Median_Tot_hhd_inc_weekly","Average_household_size","Total_Total","M_Tot_Married","M_Tot_Separated","M_Tot_Divorced","M_Tot_Widowed","M_Tot_Never_Married","F_Tot_Married","F_Tot_Separated","F_Tot_Divorced","F_Tot_Widowed","F_Tot_Never_Married","Tot_Indigenous_M","Tot_Indigenous_F","Tot_Non_Indigenous_M","Tot_Non_Indigenous_F","Tot_Indig_status_ns_M","Tot_Indig_status_ns_F","SEO_Males","SEO_Females","Buddhism_M","Buddhism_F","Christianity_Tot_M","Christianity_Tot_F","Hinduism_M","Hinduism_F","Islam_M","Islam_F","Judaism_M","Judaism_F","Other_Religions_Tot_M","Other_Religions_Tot_F","No_Religion_M","No_Religion_F","M_Tot_Volunteer","M_Tot_N_a_volunteer","F_Tot_Volunteer","F_Tot_N_a_volunteer","Total_PDs_Dwellings","Total_PDs_Persons","O_OR_Total","O_MTG_Total","R_Tot_Total","lfs_Unmplyed_lookng_for_wrk_M","lfs_Unmplyed_lookng_for_wrk_F","lfs_Tot_LF_M","lfs_Tot_LF_F","M_PGrad_Deg_Total","M_BachDeg_Total","F_PGrad_Deg_Total","F_BachDeg_Total","STATE","DEATHS"
178,2250.01733562675,151.60828204,-32.34948279,261,225,536,538,323,258,179,178,332,364,482,555,671,664,654,630,484,400,213,206,54,111,3948,3941,242,188,125,127,5,3,3,3,133,133,3768,3722,195,211,3978,3925,42,51,3886,3857,881,1130,3880,3890,222,207,1637,484,1280,1.1,1003,2.5,8198,1844,95,302,109,1043,1856,90,295,296,831,132,131,3885,3840,172,157,3977,3926,18,18,3053,3145,3,3,0,0,4,0,9,7,747,647,729,2421,952,2199,3695,7768,1328,1094,576,110,63,2143,1754,51,205,48,345,"NSW",79
179,202.494290535151,138.86967514,-34.94879727,300,249,614,658,365,262,279,201,469,480,611,666,674,689,598,605,356,364,176,219,57,118,4250,4317,247,197,22,23,3,3,0,0,25,26,3635,3665,674,698,4052,4095,164,181,4011,4049,1464,1650,3963,4137,392,291,1600,600,1477,1.1,1225,2.6,8785,1947,76,270,84,1208,1976,74,324,311,920,22,25,4316,4364,159,123,4052,4095,38,53,2359,2691,3,0,0,0,0,6,14,15,1523,1227,914,2375,1075,2264,3489,8102,1121,1379,554,91,71,2518,2112,97,344,83,504,"SA",56
180,7.6756062948081,145.15606999,-37.88170195,397,343,1152,994,741,690,828,746,1115,1065,1092,1294,1353,1460,928,976,763,925,558,614,165,287,8810,9112,281,282,13,11,0,3,0,0,13,14,4133,4123,4534,4871,4216,4198,4501,4831,6799,7015,4919,5030,8536,8770,692,665,2000,498,1488,1.1,1303,2.8,18664,4184,143,296,182,2740,4347,148,520,745,2294,13,11,8681,9000,397,383,4217,4199,983,1089,3876,4485,549,543,149,132,14,19,117,102,2591,2175,1200,5797,1642,5822,6678,17304,2844,1736,1516,287,292,4716,4095,680,1695,535,1697,"VIC",132
181,1.26300870884591,130.89543049,-12.38344983,108,111,234,201,93,89,73,56,165,189,227,230,186,191,159,152,74,47,11,16,4,3,1252,1240,82,45,112,111,0,3,15,23,127,137,928,861,206,247,996,929,148,184,1079,1034,369,442,1138,1132,175,174,2167,897,2059,1.1,2048,3,2620,457,35,87,14,394,467,32,95,41,344,128,136,1018,976,188,174,996,929,29,45,656,707,10,3,6,11,0,0,6,6,364,303,146,677,177,649,782,2269,150,364,233,30,16,688,632,20,77,22,144,"NT",4
182,43.4343861052757,144.41751693,-38.17973661,431,429,934,830,480,478,497,411,858,904,910,978,967,1079,843,957,590,710,426,567,136,297,6790,7379,282,262,70,72,3,3,0,0,73,75,5786,6141,908,1057,6273,6781,492,541,6367,6861,1579,1938,6674,7126,306,436,1343,462,1090,1.1,853,2.3,14543,2544,207,529,224,2206,2568,262,751,831,1970,71,74,6670,7245,328,321,6274,6781,42,73,4223,4948,9,14,28,31,0,0,18,38,1983,1789,673,4546,996,4875,6323,13798,1928,2014,1650,217,185,3590,3123,34,216,47,398,"VIC",178
183,6249.0129301357,149.08236098,-36.12723517,85,77,229,195,97,93,60,43,86,102,193,227,296,271,268,245,222,182,91,74,17,23,1521,1430,124,102,27,27,0,3,0,0,27,30,1345,1279,222,217,1480,1428,82,68,1494,1419,471,552,1497,1433,327,286,1400,535,1227,1.1,964,2.4,3546,738,47,144,50,353,747,23,116,92,282,25,31,1534,1460,84,41,1481,1428,5,7,1123,1122,0,0,7,4,0,0,12,14,346,281,368,857,425,772,1881,2930,604,414,172,27,29,868,758,36,115,27,177,"NSW",15
184,81.6623223588546,145.31292134,-38.15144751,197,216,450,418,274,211,213,222,409,390,456,464,502,485,414,413,268,229,134,185,58,107,3237,3225,137,116,13,11,0,0,0,0,13,11,2653,2628,585,589,2981,2950,283,281,3030,3012,847,1096,3190,3160,100,140,2167,606,1618,1.1,1488,2.9,6590,1438,76,198,66,948,1440,83,207,233,744,12,15,3243,3253,122,70,2981,2949,31,28,1952,2113,6,6,39,25,0,6,9,11,1057,899,318,2202,412,2087,2405,6350,768,1155,216,54,46,1980,1590,20,126,21,227,"VIC",63
185,59.4243292808129,145.69116391,-16.89471895,440,454,1056,1041,502,436,203,264,587,748,945,1146,921,923,537,515,247,206,101,112,33,91,5212,5695,360,242,127,152,33,56,34,23,194,231,4195,4432,1101,1235,4954,5175,379,518,4835,5110,2048,2445,5191,5652,479,514,1950,752,1801,1.1,1649,2.9,11838,2198,109,305,52,1412,2303,144,417,223,1359,193,232,5173,5526,206,179,4953,5174,61,90,3273,3753,10,19,13,16,3,3,12,39,1667,1513,735,3050,1057,3114,4061,10842,824,1860,1029,137,122,3194,3161,83,444,106,746,"QLD",76
186,5.4950896759605,144.8877614,-37.77269107,301,294,534,513,242,275,545,546,1137,1106,838,833,633,676,449,447,214,213,125,147,33,63,4845,4944,204,171,13,7,0,0,0,0,13,7,2640,2670,2052,2151,2351,2268,2370,2579,3957,4091,2772,2835,4682,4790,276,249,2167,701,1865,1.1,1638,2.7,10000,1923,115,194,37,1948,1941,136,273,208,1749,13,5,4701,4820,337,287,2352,2268,559,630,2488,2719,147,98,122,100,3,6,47,35,1168,1107,447,3349,621,3334,3886,9472,986,1403,1103,176,148,3092,2753,290,886,221,973,"VIC",49
187,5.95619635934015,138.50529685,-34.91789604,363,351,799,714,456,426,488,438,784,741,997,1013,1067,1056,825,884,617,700,445,491,105,178,6586,6729,361,262,33,45,4,3,0,0,37,48,4874,4947,1743,1797,5183,5255,1485,1546,6031,6156,2964,2972,6524,6716,216,161,1755,596,1595,1.1,1185,2.4,13614,3027,123,387,155,2088,3018,161,553,529,1665,36,49,6621,6741,289,201,5183,5256,66,96,4465,4867,47,43,92,54,4,3,92,58,1602,1386,992,4398,1179,4414,6178,13244,2338,1587,1494,157,145,3822,3516,234,797,199,949,"SA",74
188,55.8459338592052,147.17933566,-42.72830309,363,408,723,682,257,305,204,265,437,610,453,461,408,457,414,471,224,193,55,75,8,17,3378,3776,167,169,372,409,31,43,28,33,431,485,3050,3363,127,116,3232,3511,32,47,3088,3424,439,647,3299,3569,239,333,1040,380,803,1.1,700,2.7,7440,865,93,245,71,1175,876,141,353,187,1300,432,485,2815,3080,297,379,3231,3513,6,9,1912,2247,0,0,4,0,0,0,13,17,1038,995,179,1917,287,2178,2684,6868,435,709,1320,198,137,1239,1073,3,35,9,53,"TAS",28
189,1.65340856668408,153.00781538,-27.43529244,134,113,251,241,125,150,241,325,431,424,337,339,270,280,183,180,95,93,51,86,24,70,2069,2233,74,69,20,30,0,3,3,3,23,36,1614,1758,440,477,1831,1975,231,272,1829,2000,1259,1382,2022,2208,113,83,2200,760,2260,1.1,1565,2.4,4427,655,36,121,25,925,661,40,184,131,930,24,35,2040,2207,77,62,1831,1974,29,44,1177,1397,34,44,12,9,0,0,37,19,671,633,388,1270,525,1333,1961,4229,400,514,817,66,69,1331,1358,137,422,150,507,"QLD",30
190,6097.94161735067,151.93094252,-30.33664621,151,155,312,254,141,121,118,84,182,197,273,285,330,325,332,304,210,215,99,116,30,55,2030,1975,148,137,114,98,0,4,3,3,117,105,1940,1848,113,128,2058,1988,26,29,2001,1926,572,681,1986,1919,121,132,1170,482,1100,1.1,898,2.5,4158,904,59,139,53,562,913,50,117,195,428,117,104,1945,1902,117,103,2057,1988,9,11,1594,1621,3,7,0,0,3,0,0,5,369,282,437,1133,516,1057,1888,3905,706,423,402,51,44,1188,959,33,114,38,213,"NSW",33
191,5010.66485360499,145.74445912,-35.45425273,250,264,574,542,346,249,182,154,358,391,474,506,595,650,767,695,625,649,374,368,110,174,4258,4245,397,397,89,101,3,3,3,0,95,104,4048,4050,329,330,4320,4340,117,100,4263,4278,949,1196,4172,4174,343,289,1170,430,970,1.1,780,2.3,8979,2074,146,382,153,1079,2090,149,329,493,773,96,103,4349,4348,210,191,4320,4341,8,7,3336,3538,11,5,12,3,0,0,15,10,856,686,1086,2373,1236,2246,4517,8347,1657,1019,856,89,83,2261,1873,17,178,25,325,"NSW",127
192,1646.35822110641,144.47040316,-36.174579,118,113,293,301,145,131,69,75,128,140,251,261,317,300,260,226,200,195,92,65,15,30,1763,1719,125,118,21,19,0,0,0,0,21,19,1741,1650,66,91,1809,1738,16,27,1766,1692,260,455,1759,1695,55,59,1200,441,1066,1.1,899,2.7,3568,870,38,110,40,420,888,36,96,91,311,20,21,1790,1732,79,83,1810,1737,3,4,1244,1286,0,0,0,0,0,0,0,0,470,370,391,974,424,888,1628,3456,558,501,217,33,35,1012,838,4,51,9,137,"VIC",28
193,129514.94396171,135.53184369,-23.156256,166,137,339,317,166,144,196,131,465,276,389,246,193,168,119,123,46,50,16,25,5,10,1965,1505,136,123,1822,1442,3,0,8,3,1833,1445,2035,1581,21,12,334,300,1049,1127,1525,1563,131,157,1467,1521,712,190,0,246,547,1.9,822,4.2,3890,788,101,37,22,645,537,52,37,89,462,1831,1445,222,144,48,39,334,300,0,5,1044,1131,0,0,5,0,0,0,33,35,173,156,73,792,80,863,831,2986,34,6,475,92,64,461,352,9,23,9,48,"NT",13
194,4.26235045907452,145.1504157,-37.85358587,237,221,526,429,288,291,522,479,735,662,641,656,572,649,490,566,562,677,368,392,68,110,4865,4982,143,151,6,10,0,0,0,0,6,10,2594,2568,2252,2426,2458,2448,2413,2574,3981,4120,2549,2640,4805,4953,159,113,1816,459,1404,1.1,1174,2.7,10032,2316,53,188,113,1578,2346,76,297,440,1317,3,15,4855,4982,149,139,2458,2450,372,421,2691,2977,199,157,64,50,13,12,50,48,1246,1145,633,3332,800,3446,3889,9759,1741,994,752,154,137,2543,2256,311,826,259,889,"VIC",63
195,6.01980991408098,115.8162251,-32.12064798,288,262,560,477,282,232,256,277,629,570,540,572,512,530,326,327,144,164,61,82,14,21,3407,3391,206,121,70,75,0,4,3,3,73,82,2441,2379,923,914,2881,2788,506,536,3042,2981,1113,1252,3322,3336,166,149,1800,697,1695,1.1,1534,2.8,6972,1285,69,183,56,1171,1287,89,311,135,952,71,83,3307,3231,232,200,2881,2788,37,37,2161,2255,9,7,26,20,5,0,11,16,994,858,244,2275,412,2141,2614,6659,512,1311,567,91,70,2129,1753,29,202,30,290,"WA",22
196,303252.514005405,135.06299615,-19.28062403,123,146,269,240,130,134,130,133,241,229,156,160,120,133,91,92,76,30,13,14,0,0,1218,1181,132,130,1017,1065,0,0,3,6,1020,1071,1263,1234,34,25,530,469,695,731,1274,1244,159,161,1159,1167,463,321,0,278,629,1.7,952,4,3109,464,32,48,30,386,468,43,45,43,327,1020,1073,282,188,48,51,529,469,3,0,823,836,0,0,0,0,0,0,27,23,279,238,73,772,64,743,666,2324,25,7,416,54,31,427,319,3,32,7,43,"NT",22
197,33.1562277979261,153.15853372,-27.50714929,253,220,622,564,294,292,230,249,315,372,482,587,617,628,465,469,252,233,108,128,19,41,3531,3686,127,96,34,25,3,0,0,4,37,29,2761,2836,788,817,3127,3140,425,522,3276,3348,1624,1725,3523,3655,125,138,2250,732,2096,1.1,1929,3.1,7442,1638,64,171,39,870,1661,80,232,158,865,38,30,3509,3627,113,126,3128,3140,59,89,2585,2770,51,58,33,28,3,0,25,18,690,598,558,2090,748,2093,2463,7177,919,1008,406,90,74,2107,1957,128,440,102,513,"QLD",22
198,19.7320449668299,145.34881216,-38.02514601,631,579,1568,1501,848,879,712,724,1053,1157,1485,1736,1616,1724,1130,1296,777,975,517,768,197,377,10039,11310,497,405,32,33,4,3,0,0,36,36,7492,8357,2563,2833,8827,9807,1280,1479,9178,10237,3853,4599,9772,10927,528,685,1733,611,1711,1,1395,2.7,21910,4872,191,471,220,2585,4870,312,928,952,2570,39,36,10052,11230,446,450,8826,9808,182,192,6574,7995,96,85,126,121,10,14,56,54,2573,2345,1204,6561,1744,7238,8347,20700,2791,3331,1292,240,262,5844,5519,225,895,180,1269,"VIC",146
199,9.86606527496926,151.05030726,-33.8110337,714,666,1286,1158,616,556,619,560,1281,1344,1437,1567,1389,1420,1051,1028,612,627,433,492,128,233,9291,9409,277,241,91,84,6,8,0,0,97,92,5726,5571,3368,3626,5438,5396,3615,3832,8039,8017,4055,4235,8864,9021,607,554,2383,530,1537,1.1,1312,2.8,19049,3925,182,517,187,2756,3925,230,707,680,2282,97,91,9070,9173,399,386,5437,5397,323,422,5885,6291,226,197,402,407,15,12,137,174,1885,1505,1025,5951,1287,6026,6799,17882,1778,2339,2125,304,249,4830,4263,406,1033,371,1279,"NSW",120
200,6.79655406241074,151.00205595,-33.85934871,825,808,1471,1382,754,664,742,729,1436,1469,1097,1132,1076,1069,875,803,551,506,279,371,105,187,8968,8938,242,184,93,89,3,8,3,0,99,97,4627,4780,3718,3645,2501,2488,5934,6036,7532,7612,2868,2951,8569,8631,588,485,1950,351,998,1.3,873,3.2,18274,3447,249,422,127,2672,3441,351,522,653,1962,96,98,8352,8440,763,583,2500,2489,299,309,4149,4376,137,124,3126,3086,5,5,60,61,548,445,465,5548,564,5554,5660,17200,1327,1613,2085,370,272,3711,2450,148,492,117,544,"NSW",109
201,287.417069215992,145.00004194,-38.39802942,132,101,348,310,185,165,114,94,124,130,263,316,444,458,502,486,350,368,171,163,44,64,2424,2391,255,262,5,5,0,0,3,0,8,5,2136,2135,382,370,2428,2437,85,81,2421,2416,1125,1280,2330,2308,277,277,1800,653,1684,1.1,1442,2.6,5193,1331,46,174,51,595,1339,42,198,163,500,9,6,2520,2522,149,127,2430,2437,13,25,1308,1456,4,4,0,0,11,18,8,3,969,832,546,1489,698,1380,3608,4636,932,579,272,38,27,1405,1153,142,352,93,471,"VIC",48
202,9.14813698719032,152.77275759,-27.6437319,591,629,1077,1121,511,516,546,560,1021,1110,925,973,820,886,630,684,419,448,203,325,57,163,6471,7173,330,242,251,257,5,6,15,7,271,270,5769,6254,715,819,6276,6813,206,288,6144,6667,2017,2247,6403,7024,287,360,1639,615,1438,1.1,1259,2.7,14074,2525,193,359,98,1962,2569,246,519,500,1829,270,269,6242,6845,290,300,6276,6813,28,42,4611,5372,12,15,25,29,3,3,16,19,1475,1306,831,3930,1028,4267,5218,13428,1135,1672,1960,218,194,3681,3252,46,251,38,463,"QLD",104
203,31.9350569931433,153.04088022,-27.70506303,420,444,824,834,448,362,396,424,783,788,714,790,728,731,632,707,454,461,252,326,61,139,5475,5841,240,164,114,123,12,11,7,16,133,150,3964,4176,1428,1537,4688,4986,741,779,4773,5037,1697,1843,5334,5633,279,335,1777,509,1226,1.1,1093,2.7,11582,2181,181,360,99,1649,2171,212,457,457,1429,132,150,5296,5608,284,247,4688,4985,100,119,3349,3920,40,39,79,66,3,5,69,79,1468,1263,501,3595,653,3716,4235,10969,1251,1431,1168,205,195,2939,2464,45,211,39,325,"QLD",128
204,1691.1210692372,140.7382919,-37.846671,202,178,357,358,180,179,117,73,281,261,437,385,460,368,479,366,241,203,119,84,25,41,2678,2344,221,152,54,35,0,0,0,0,54,35,2589,2227,200,180,2585,2368,53,53,2560,2331,482,696,2484,2330,285,104,1300,556,1286,1.1,1073,2.6,5204,1292,88,202,51,706,1234,42,126,109,449,53,39,2755,2390,89,67,2585,2367,5,5,1579,1547,0,4,0,3,0,0,3,5,823,682,528,1476,631,1170,2616,4813,752,768,287,78,53,1519,1225,15,83,17,162,"SA",20
205,79.3580499163836,150.84578273,-33.69205337,400,363,788,733,421,399,388,374,742,724,775,764,769,789,735,654,464,412,201,213,38,90,5512,5323,210,191,178,166,5,11,9,3,192,180,4445,4221,954,1013,4699,4481,738,797,5068,4924,1264,1474,5418,5249,255,193,2058,551,1393,1.1,1158,2.8,11113,2079,176,418,112,1754,2072,166,411,349,1419,193,179,5199,5067,329,268,4697,4483,38,40,4232,4284,22,24,35,33,3,0,25,42,871,679,470,3633,652,3397,4161,10668,1375,1160,1161,160,138,3113,2467,62,234,40,359,"NSW",63
206,138.962967203137,153.0403939,-28.84409134,454,402,865,836,414,371,303,330,571,604,641,680,698,735,724,769,564,645,368,486,119,253,5435,5831,287,279,427,503,8,6,6,4,441,513,5096,5471,254,290,5359,5731,85,119,5288,5711,918,1134,5358,5742,346,298,1300,417,968,1.1,784,2.4,11745,2142,136,371,158,1587,2150,194,489,686,1354,443,513,5028,5374,248,226,5360,5731,18,22,4247,4845,3,3,3,3,0,0,11,18,932,796,686,3262,1023,3404,4997,11100,1681,1298,1410,217,158,2482,2086,24,153,19,277,"NSW",135
207,93.8743115242074,147.76359716,-37.88306725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VIC",0
208,2.31617615859308,138.61032329,-34.88395743,181,176,349,336,167,171,231,232,476,467,455,462,398,470,332,329,140,189,96,160,58,88,2759,2978,125,100,18,14,0,0,0,0,18,14,2046,2261,726,703,2166,2368,631,622,2427,2662,1438,1562,2759,2975,82,70,1733,693,1820,1.1,1289,2.4,5887,1163,48,171,47,926,1155,74,253,215,870,16,15,2775,2962,91,103,2166,2368,51,69,1618,1900,120,99,48,26,3,3,55,57,740,698,427,1795,523,1916,2679,5734,754,820,806,70,57,1709,1659,176,466,137,579,"SA",31
209,153.723989608264,153.33856441,-27.74816206,109,110,223,188,80,109,68,69,171,194,277,233,275,251,282,240,162,132,50,50,17,19,1623,1534,90,61,21,18,0,0,0,0,21,18,1380,1267,247,262,1601,1484,37,53,1508,1426,434,503,1600,1529,70,49,2167,592,1427,1.1,1320,2.6,3248,713,66,164,23,417,717,35,124,84,336,20,19,1617,1516,78,58,1602,1484,8,11,1194,1182,0,3,0,0,0,0,0,4,363,289,200,1075,253,966,1334,3129,402,432,340,51,36,970,768,16,61,17,92,"QLD",14
210,58.5556712377021,133.85567046,-23.6585514,237,221,419,386,182,176,163,157,364,452,383,441,386,370,233,220,86,87,22,41,5,11,2284,2371,194,191,440,513,3,3,6,7,449,523,1814,1870,437,484,1886,1950,363,397,2005,2087,679,882,2211,2305,236,244,1979,907,2089,1.2,1812,2.8,4995,794,47,151,25,808,814,60,189,77,815,449,523,1811,1835,219,204,1886,1952,26,15,1370,1528,18,17,11,15,5,0,18,17,680,663,356,1191,477,1215,1792,4517,203,730,594,47,26,1336,1302,56,160,60,296,"NT",16
211,8.08216852279994,152.38818835,-24.87380341,167,155,383,336,161,167,149,139,254,297,258,283,297,317,270,273,230,301,173,198,64,107,2223,2448,184,124,79,86,0,3,4,11,83,100,2068,2190,203,236,2187,2362,84,81,2191,2342,598,637,2180,2373,102,127,1498,441,1003,1.1,864,2.5,4782,941,75,173,81,592,966,84,215,265,547,82,99,2192,2343,133,130,2187,2361,16,15,1573,1829,3,11,13,19,0,0,4,3,535,464,311,1385,407,1480,1965,4552,633,540,567,99,94,1070,974,9,103,14,151,"QLD",73
212,12.2121181168131,138.53500816,-35.04431662,254,256,504,457,264,238,271,283,510,509,648,625,625,687,615,662,440,509,265,262,65,106,4186,4384,274,209,22,21,0,0,0,0,22,21,3185,3293,1118,1175,3835,3919,505,580,3915,4093,1876,2012,4223,4430,68,50,1800,635,1596,1,1312,2.5,8771,2023,85,260,99,1238,2054,103,393,298,1030,20,22,4310,4469,131,101,3834,3919,30,46,2459,2809,18,26,27,33,8,7,40,41,1508,1310,679,2834,877,2845,3820,8654,1428,1450,574,123,96,2541,2398,140,473,131,644,"SA",37
213,8.57286552887713,138.49743039,-35.14482678,309,319,502,524,311,275,291,299,630,644,594,535,527,558,504,591,299,354,163,230,53,113,4008,4288,175,154,125,144,0,3,11,10,136,157,3034,3164,881,1021,3646,3868,314,360,3654,3890,1025,1222,3919,4218,273,259,1408,392,975,1.1,775,2.3,8669,1303,113,365,102,1490,1299,168,483,389,1263,135,157,3837,4131,212,154,3645,3869,25,43,1939,2363,8,15,23,18,0,5,26,36,1566,1427,409,2696,551,2811,3794,8139,647,1237,1515,186,161,1941,1691,20,129,32,225,"SA",80
214,7.08123789149377,115.87666491,-31.92450071,427,359,692,792,439,596,681,794,1542,1520,1226,1199,1170,1153,906,881,413,442,270,370,102,234,7444,7910,423,430,43,56,3,0,0,3,46,59,4770,5201,2566,2646,5994,6313,1363,1567,6269,6820,4472,4729,7024,7404,758,905,2167,819,2404,1.1,1673,2.2,16090,2768,165,501,122,3195,2782,175,607,523,3100,47,57,7338,7866,484,417,5994,6311,187,221,3981,4754,104,74,112,69,63,72,63,50,2507,2354,1090,5132,1578,5094,7194,14425,1863,2054,2446,213,188,4986,4660,429,1668,423,1840,"WA",106
215,13.4316684222904,144.92928163,-37.70451002,1053,874,1639,1493,821,755,1067,876,2406,2244,1939,1976,1626,1626,1128,1195,950,1232,888,1211,298,478,13356,13520,460,441,80,74,12,12,3,0,95,86,7720,8018,5032,4989,6661,6931,6214,6237,10793,11369,4976,5115,12752,12832,915,952,1751,444,1187,1.1,990,2.6,27451,5581,316,707,357,4163,5553,410,929,1534,3169,95,86,12730,13008,988,869,6662,6931,344,378,7327,8391,540,361,2188,1914,10,3,251,155,1749,1514,996,8858,1295,9057,10734,25581,3697,3031,2785,434,326,6647,5149,359,1094,288,1326,"VIC",281
216,2.79404624863993,149.03188416,-35.33458793,125,123,264,242,96,78,89,91,153,194,284,294,214,211,160,202,143,130,60,58,10,21,1530,1561,69,81,26,20,0,0,0,0,26,20,1283,1282,257,306,1411,1410,146,185,1488,1533,860,861,1526,1568,39,30,2167,968,2304,1,1960,2.7,3163,665,32,84,23,404,673,33,128,75,369,24,21,1531,1576,42,46,1410,1411,9,13,854,943,5,11,4,10,4,8,11,20,580,512,321,833,346,870,1239,3094,440,485,236,24,21,888,829,148,254,92,287,"ACT",11
217,81.63673658116,150.8804023,-33.60243802,328,300,702,630,298,318,284,300,525,506,678,656,659,675,564,544,380,308,123,155,24,57,4425,4318,141,131,71,58,7,0,6,6,84,64,3774,3658,595,607,4067,3977,335,332,4140,4062,1088,1391,4362,4297,182,128,2286,648,1760,1.1,1589,3,8970,1952,111,243,58,1170,1962,109,268,213,968,88,62,4285,4213,191,175,4067,3978,28,34,3524,3558,3,3,17,17,6,0,9,11,652,529,451,2865,669,2642,3067,8658,1089,1264,482,95,77,2701,2236,49,193,56,366,"NSW",40
218,1660.88739131573,115.9205264,-33.09473629,279,260,620,577,364,274,186,206,453,404,589,637,631,599,537,536,391,398,190,162,38,63,3953,3881,323,236,94,98,3,0,4,3,101,101,3262,3089,714,726,3642,3490,359,350,3626,3483,894,1106,3775,3703,344,291,1625,512,1384,1.1,1121,2.6,8113,1730,105,283,73,1189,1721,108,289,250,911,100,100,3893,3731,284,285,3644,3490,27,29,2555,2619,5,3,13,3,3,3,14,16,1131,954,738,2278,867,2067,3658,7478,1062,926,825,112,93,2216,1673,21,140,19,263,"WA",47
219,8.13582928452935,145.06771139,-37.65952017,529,483,1324,1238,800,753,733,718,1141,1128,1267,1480,1498,1626,1007,987,425,441,202,289,54,112,8808,9110,171,146,49,64,0,3,3,0,52,67,5783,6021,2835,2860,4994,5022,3702,3939,8008,8254,3489,3881,8677,8922,274,312,1600,547,1500,1.1,1408,3.1,18186,4019,146,295,110,2556,4034,253,547,453,2244,50,67,8574,8846,356,343,4994,5022,198,214,6293,6768,220,201,427,411,10,3,137,133,1126,991,594,6045,829,6177,5923,17599,2109,2500,922,247,227,5209,4582,153,726,127,926,"VIC",99
220,10.7641649535591,115.72651266,-31.6943949,617,573,915,819,478,439,467,565,1099,1158,999,954,678,718,348,356,161,190,66,67,6,14,5502,5644,333,208,106,137,5,3,4,4,115,144,2983,3034,2339,2396,4431,4523,909,926,4134,4222,2008,2290,5247,5423,409,362,2000,685,1607,1.1,1482,2.8,11440,1938,130,291,27,1915,1974,199,448,138,1707,113,145,5222,5318,499,390,4432,4524,91,122,2912,3230,64,51,166,168,5,6,33,39,1763,1580,362,3465,516,3548,4165,10669,390,2000,1393,178,195,3218,2796,67,320,57,503,"WA",20
221,2.36864461045652,144.96256418,-37.81362477,208,196,131,128,708,829,2847,3211,3770,3435,1088,802,622,593,466,433,211,151,75,71,29,27,9750,9559,402,320,15,11,3,0,0,3,18,14,2308,1843,6360,6829,3451,2871,5242,5829,3395,2917,7368,7467,8206,8369,6515,5667,1950,560,1455,1.3,1039,1.8,28752,2280,142,354,45,6990,2197,125,373,113,6748,22,12,8648,8665,1483,1201,3451,2871,1072,1423,2596,2796,678,467,481,359,30,27,72,42,3341,3175,1180,7108,1466,6854,10663,16576,1290,1603,6058,532,646,5775,5136,1033,2763,1042,2791,"VIC",18
222,212.626393944153,145.68127295,-17.05278366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QLD",0
