id,AREA_SQKM,Long,Lat,Age_0_4_yr_M,Age_0_4_yr_F,Age_5_14_yr_M,Age_5_14_yr_F,Age_15_19_yr_M,Age_15_19_yr_F,Age_20_24_yr_M,Age_20_24_yr_F,Age_25_34_yr_M,Age_25_34_yr_F,Age_35_44_yr_M,Age_35_44_yr_F,Age_45_54_yr_M,Age_45_54_yr_F,Age_55_64_yr_M,Age_55_64_yr_F,Age_65_74_yr_M,Age_65_74_yr_F,Age_75_84_yr_M,Age_75_84_yr_F,Age_85ov_M,Age_85ov_F,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Australian_citizen_M,Australian_citizen_F,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size,Total_Total,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,SEO_Males,SEO_Females,Buddhism_M,Buddhism_F,Christianity_Tot_M,Christianity_Tot_F,Hinduism_M,Hinduism_F,Islam_M,Islam_F,Judaism_M,Judaism_F,Other_Religions_Tot_M,Other_Religions_Tot_F,No_Religion_M,No_Religion_F,M_Tot_Volunteer,M_Tot_N_a_volunteer,F_Tot_Volunteer,F_Tot_N_a_volunteer,Total_PDs_Dwellings,Total_PDs_Persons,O_OR_Total,O_MTG_Total,R_Tot_Total,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Tot_LF_M,lfs_Tot_LF_F,M_PGrad_Deg_Total,M_BachDeg_Total,F_PGrad_Deg_Total,F_BachDeg_Total,STATE,Infant_Mort,Accidental_Mort,Old_Age_M,Old_Age_F,Density,Stay_at_home,Aboriginal,Foreign,Unemp,Marriage_Prob,Male_Ratio,Dist_Major_City,Imp_State,AUS_MORT_DTH
168,6.204612221,138.7054061,-34.87148944,248,246,621,544,387,336,324,268,443,464,621,701,724,776,612,658,419,416,199,171,25,56,4461,4525,162,110,14,13,0,0,0,0,14,13,3270,3274,1227,1233,3425,3386,1108,1166,4195,4200,1973,2002,4475,4561,52,50,1600,598,1658,1,1451,2.8,9135,2245,53,184,61,1204,2247,100,279,228,994,12,16,4510,4508,102,112,3424,3387,36,48,3265,3448,24,32,42,37,3,3,49,50,907,781,702,2874,829,2873,3490,9037,1494,1326,387,125,87,2631,2400,141,545,93,594,SA,0.054077723,0.064805692,0.070380911,0.070380911,1267.937777,0.513025394,0.002955342,0.518169877,0.023204904,0.099058669,1.058136873,11.52460613,Imp,-0.169108674
169,30.17459366,150.5739837,-23.33041769,323,316,605,644,372,344,357,336,586,605,577,598,618,656,517,561,347,367,173,239,35,67,4170,4520,342,213,169,209,19,27,17,10,205,246,3829,4103,411,376,4078,4314,192,202,4023,4299,1547,1671,4116,4459,181,189,1733,657,1665,1.1,1410,2.6,8943,1887,113,228,75,1285,1886,129,343,296,1121,206,245,4043,4250,263,239,4077,4314,24,25,3072,3566,42,27,27,17,4,4,17,15,902,720,694,2596,843,2659,3624,8575,1081,1238,918,120,82,2581,2322,108,324,69,465,QLD,0.071452533,0.077490775,0.062052773,0.075245975,286.8682139,0.543604651,0.050424866,0.132043828,0.022584973,0.132379249,1.025466121,521.9856541,Imp,-0.139127787
170,8.713480051,150.8932999,-33.72513788,1285,1131,2086,1881,973,943,828,833,2180,2365,2094,2182,1648,1768,1100,1133,447,454,146,219,33,81,12520,12791,298,201,130,138,6,0,4,5,140,143,7804,7924,4646,4686,8166,8276,4297,4379,11141,11216,5408,5875,12410,12675,308,313,2200,738,1940,1.1,1870,3.2,25708,5631,205,393,99,3115,5623,325,779,439,2814,141,144,12320,12500,357,347,8167,8276,304,317,8204,8872,1030,914,448,464,4,6,589,500,1613,1317,1236,7750,1476,8039,8184,25083,1523,4404,1827,378,378,7586,6764,562,1436,472,1901,NSW,0.093978528,0.064610238,0.02434945,0.029328251,2646.631266,0.509121319,0.011007818,0.700455094,0.029406045,0.087129021,1.054449745,33.02671869,NotImp,-0.081619903
171,7.755149308,151.0639222,-34.03196426,717,686,987,954,454,400,570,625,1769,1753,1473,1484,1146,1233,902,1045,654,808,434,668,169,439,8938,9771,337,324,119,100,4,9,3,0,126,109,6955,7509,1775,2052,7621,8240,1179,1378,8114,8798,3857,4293,8686,9407,462,573,2200,723,1787,1.1,1393,2.3,19127,3688,227,627,197,2829,3683,318,1030,928,2500,124,111,8706,9548,445,436,7621,8240,118,165,6245,7377,76,75,91,90,12,18,42,46,1881,1567,1138,5829,1510,6282,8313,18094,2262,2807,2545,215,211,5439,5034,335,1026,330,1361,NSW,0.073351806,0.062477127,0.065715182,0.100115015,2184.657203,0.528439983,0.012285655,0.333751568,0.022271016,0.173933501,0.979305248,22.55296672,NotImp,0.822689259
172,4.655802378,151.2243,-33.9184686,668,589,944,960,1127,1021,2824,2633,2939,2509,1569,1631,1280,1325,977,999,646,741,466,613,159,254,13110,12848,488,427,59,62,4,8,8,0,71,70,5830,5729,6717,6638,6338,6032,6260,6412,8413,8648,8780,8407,11359,11235,2241,2057,2500,488,1794,1.2,1348,2.5,26893,4104,187,470,127,7100,4132,209,672,678,6035,71,71,12517,12354,1011,851,6338,6031,849,852,6171,6767,265,182,551,391,422,433,63,42,3785,3335,1852,9020,2189,8550,9825,22593,2439,1882,4515,619,564,6909,6181,1279,2536,1066,2778,NSW,0.046740788,0.202915257,0.047259612,0.059790288,4754.93983,0.495872685,0.005242805,0.967762326,0.043987507,0.087119804,1.277741238,5.889751927,NotImp,0.605826542
173,161.2967184,151.8449798,-27.56542831,446,478,916,932,447,435,392,359,662,668,756,844,787,826,622,619,343,345,154,192,57,118,5254,5584,328,232,134,128,7,3,6,3,147,134,4997,5155,384,430,5167,5426,150,195,5113,5373,1598,1918,5146,5511,279,226,1733,662,1610,1,1462,2.9,11160,2527,106,225,84,1279,2549,120,294,305,1137,145,136,5259,5475,179,205,5168,5426,18,19,4346,4764,0,5,15,14,3,0,13,13,725,622,756,3107,954,3188,3963,10656,1141,1649,813,91,89,3182,2828,61,267,55,486,QLD,0.082795699,0.067293907,0.049637129,0.058686498,68.76294303,0.52970164,0.025176955,0.103843742,0.016127587,0.101603799,1.022718945,116.6872629,Imp,-0.034830952
174,2.562610546,151.1812995,-33.85593757,544,497,667,648,232,247,262,338,1144,1409,1435,1496,1030,1120,947,1065,535,559,197,234,44,102,6646,7362,392,353,43,61,3,3,3,0,49,64,4446,5033,2061,2201,5871,6452,685,852,5620,6288,4304,4839,6362,7176,546,483,3121,1242,2907,1.1,2544,2.2,14567,2612,155,580,73,2409,2651,160,816,306,2636,50,64,6499,7218,487,433,5872,6452,91,140,3375,3964,24,45,42,54,50,59,18,37,2605,2644,1041,4290,1553,4552,6907,13541,1697,1854,2581,196,148,4336,4497,826,1780,902,2109,NSW,0.071462896,0.041188989,0.053267435,0.061436024,4088.855577,0.532262493,0.007756727,0.39806425,0.023613399,0.143465129,0.953781513,2.697462533,NotImp,-0.027244016
175,1409.175929,150.2490489,-34.46553094,145,155,399,383,175,153,95,99,171,174,364,378,407,513,527,561,466,430,199,219,54,82,2800,2977,202,171,29,31,3,4,0,0,32,35,2344,2478,504,518,2762,2883,111,148,2713,2846,1069,1238,2716,2876,203,233,1733,540,1277,1.1,1042,2.4,6030,1423,85,217,75,658,1423,82,303,235,567,33,36,2845,2978,124,133,2761,2883,34,53,1972,2178,0,3,3,0,3,7,12,16,706,639,656,1618,793,1657,3056,5590,1143,776,361,56,45,1500,1318,124,308,89,421,NSW,0.049751244,0.032172471,0.119217377,0.121207097,4.27606221,0.527109932,0.011109269,0.212402587,0.016746808,0.165312552,0.98458511,59.23262877,NotImp,-0.065275145
176,1.810429436,153.0152695,-27.42251444,184,181,333,335,107,120,116,104,234,278,414,468,295,282,170,155,68,87,67,91,24,50,1933,2075,80,77,16,13,0,3,3,3,19,19,1570,1714,366,367,1816,1944,126,152,1785,1924,1050,1138,1910,2072,59,58,2383,895,2545,1.1,2098,2.7,4099,809,27,108,29,526,815,35,139,108,540,14,20,1927,2086,70,47,1817,1944,12,19,1268,1481,8,7,0,6,3,9,12,3,556,486,357,1068,467,1112,1599,3983,434,613,399,60,32,1176,1145,126,384,126,457,QLD,0.089046109,0.053671627,0.038780488,0.055609756,1458.495968,0.525609756,0.009268293,0.246585366,0.022439024,0.108780488,0.982421875,5.452607696,Imp,-0.289764548
177,2.861748758,145.0071995,-37.88696241,400,368,586,641,243,247,268,354,865,923,826,927,687,749,584,605,300,363,207,262,99,238,4851,5445,214,233,11,15,0,0,0,0,11,15,3199,3629,1496,1641,3647,4076,1073,1214,4131,4695,2810,3184,4600,5126,399,494,2167,811,2214,1.1,1537,2.4,10620,1983,87,277,91,1642,1997,96,426,429,1720,10,16,4691,5242,364,419,3648,4076,79,110,1920,2390,121,77,16,16,859,1010,37,20,1416,1423,727,2972,990,3227,4622,9726,1355,1216,1503,124,113,2907,2855,396,1109,390,1252,VIC,0.072316384,0.058568738,0.057056774,0.081254119,2750.049438,0.532812353,0.00244798,0.510686376,0.022314283,0.132379249,0.951352367,8.972111581,NotImp,0.225784925
178,13.3358655,145.2686012,-38.03859879,942,965,1929,1876,1069,903,854,829,1689,1822,1857,1905,1707,1662,1056,1051,542,514,210,265,38,82,11587,11634,305,240,69,91,17,10,0,0,86,101,5454,5367,5847,5913,6021,5878,5370,5470,9116,9027,4045,4314,11471,11475,308,331,1517,507,1223,1.1,1166,3.1,23587,4719,264,557,149,3328,4667,357,801,534,2675,87,100,11272,11229,534,545,6021,5879,838,830,6506,6860,539,567,1012,946,4,7,234,217,1838,1563,791,7468,991,7296,7677,22946,1433,3865,1742,454,443,6438,4851,167,618,168,796,VIC,0.080849621,0.071352864,0.033491606,0.036501611,1645.313985,0.506147193,0.00792776,0.958114295,0.038027811,0.112853994,1.076679341,36.60984471,NotImp,-0.037618228
179,3568.217374,143.8025821,-35.75147614,191,157,426,413,210,186,112,95,258,249,346,383,469,481,532,505,448,406,221,222,68,117,3046,3014,234,200,30,40,0,4,0,0,30,44,2986,2907,145,161,3108,3055,44,37,3071,3002,486,763,3011,2961,146,145,1000,430,965,1.1,785,2.3,6265,1520,100,213,102,727,1517,71,172,327,554,32,43,3120,3032,127,139,3109,3055,13,10,2158,2230,0,0,4,0,0,0,0,4,783,697,799,1630,932,1485,3165,5971,1269,659,522,47,57,1634,1323,12,82,17,205,VIC,0.055546688,0.033040702,0.117618896,0.118895627,1.75528676,0.518353016,0.011809767,0.06176189,0.01659751,0.157197574,1.051602564,251.5653798,NotImp,0.014022388
180,84072.84334,139.6567401,-20.53976228,135,128,241,257,105,93,208,150,416,261,396,221,334,227,263,158,105,70,40,32,16,3,2084,1447,176,152,380,411,9,13,11,9,400,433,1692,1304,191,135,1826,1408,72,51,1760,1351,560,511,1392,1363,2586,700,1500,907,1755,1.2,1438,2.6,6041,695,98,184,36,872,468,48,107,61,530,400,432,1496,1027,362,142,1825,1410,11,3,1336,1110,17,7,10,5,0,0,9,3,390,210,264,1214,325,731,1240,2755,215,162,552,48,46,1335,768,20,86,12,136,QLD,0.043535838,0.059261712,0.026646806,0.017378352,0.071853501,0.268619662,0.137868256,0.074313141,0.015557762,0.088381331,1.55685734,1559.655687,Imp,-0.375847153
181,3.574326099,151.1413297,-33.95112435,609,580,837,759,407,402,912,824,2468,2068,1357,1217,990,1061,783,807,542,536,347,398,129,291,9148,8766,235,175,45,48,3,0,3,3,51,51,3438,3336,5046,4862,2700,2627,5829,5622,6199,6178,4810,4378,8450,8091,884,838,2167,532,1350,1.3,1324,2.8,18266,3944,172,419,137,3264,3836,233,576,660,2301,51,49,8497,8221,835,672,2699,2626,500,600,4341,4672,904,594,1063,830,14,12,70,51,1442,1319,553,6374,724,6047,6311,16539,1676,1877,2256,314,294,5317,4104,600,1317,501,1324,NSW,0.065093617,0.095039965,0.05572891,0.06706082,3993.156501,0.492746483,0.00558384,1.169266984,0.033284064,0.120271528,1.155295567,11.09985821,NotImp,0.46570864
182,6.933716816,144.9642015,-37.74487466,872,867,1247,1240,612,562,1021,1059,2398,2309,2047,2187,1481,1602,1061,1133,695,853,586,722,173,250,11783,12390,408,395,54,45,4,0,0,0,58,45,7164,7889,4195,4221,6372,6963,5097,5253,9735,10628,5818,6381,11364,12085,735,654,1950,548,1540,1.2,1325,2.6,24837,4562,214,566,229,4504,4571,254,784,855,4212,58,44,11333,12079,801,661,6374,6961,237,300,5989,7010,396,228,1145,957,20,21,94,115,3063,3145,1208,7852,1730,8088,9800,23447,3128,2871,2771,414,333,6659,6036,627,1793,657,2239,VIC,0.070016508,0.083746024,0.058539335,0.073476125,3130.56296,0.515258878,0.004146872,0.755535872,0.030074885,0.116837104,1.039826028,7.698710949,NotImp,0.700645918
183,141.0304482,115.8223658,-32.3648713,855,926,1364,1400,536,543,605,601,1401,1465,1360,1444,1023,915,603,661,351,312,101,95,16,18,7619,8060,595,322,79,96,0,0,0,3,79,99,5184,5483,2673,2598,7428,7626,455,495,6534,6864,2651,3038,7581,8001,224,232,2383,827,2041,1,1920,3,16040,3360,157,318,39,2124,3447,198,395,167,1845,81,98,7779,7992,355,291,7428,7625,45,54,4652,5111,15,19,31,31,7,6,23,32,2710,2484,745,4891,993,4804,5869,15580,888,3309,1058,171,204,4883,3949,74,434,60,679,WA,0.111034913,0.075187032,0.029175238,0.026494608,112.9335308,0.539554891,0.011096565,0.387818715,0.023377595,0.079421482,1.055912596,45.84788343,NotImp,-0.270378458
184,42.88979583,151.458151,-33.24203132,581,519,1136,1132,431,428,237,275,633,777,968,1088,753,702,579,595,470,504,221,268,61,137,5816,6211,255,213,181,156,4,9,4,7,189,172,4846,5169,910,942,5466,5765,311,366,5396,5724,1414,1681,5599,5966,461,510,2167,547,1494,1.1,1395,3,12535,2573,120,286,85,1294,2594,192,418,374,1192,189,174,5589,5956,293,294,5466,5765,24,25,4404,4986,20,24,24,22,3,0,16,23,1060,864,472,3567,665,3782,4026,11564,1042,1802,878,167,180,2928,2629,54,234,66,396,NSW,0.087754288,0.040845632,0.059987237,0.072511168,285.6016931,0.515794512,0.028797064,0.201738992,0.027680281,0.117661136,0.98683141,73.33834489,NotImp,0.043025182
185,2.474986125,149.045339,-35.19170153,81,73,145,142,70,72,91,65,128,129,147,146,129,136,181,198,76,65,24,15,4,4,1029,1015,45,31,10,7,0,0,0,0,10,7,889,875,165,162,981,959,74,77,1007,999,551,521,1044,1037,12,13,2167,907,2439,1.1,2179,2.9,2107,472,17,59,11,293,474,26,73,26,236,9,6,1040,1025,27,15,980,958,10,14,606,653,0,0,8,11,0,0,3,3,361,304,183,645,224,593,758,2080,276,356,92,20,11,626,569,58,139,39,184,ACT,0.073089701,0.074038918,0.049335863,0.039848197,606.3333562,0.5028463,0.008064516,0.226755218,0.014705882,0.10056926,1.096839959,12.57431325,Imp,-0.420041965
186,23.48747442,147.2793066,-42.91591993,194,163,313,303,173,193,273,217,420,433,420,442,394,449,323,396,180,195,98,134,49,142,2643,2891,193,175,43,47,0,0,0,0,43,47,2184,2355,549,564,2510,2685,226,241,2528,2723,1582,1723,2557,2697,236,370,1517,626,1674,1.1,1265,2.3,5858,918,51,207,60,1091,931,67,311,254,1040,46,47,2689,2881,100,140,2509,2685,54,65,1007,1305,10,7,30,20,5,3,27,32,1398,1296,587,1628,745,1711,2598,5254,760,783,682,118,89,1584,1580,233,566,233,737,TAS,0.060942301,0.083646296,0.055811572,0.080389145,239.2243438,0.526369688,0.015360983,0.269670592,0.035330261,0.162143711,0.995089442,600.2035874,NotImp,-0.089751793
187,5.605651984,153.3952722,-27.88515258,220,199,429,404,251,217,207,184,360,367,581,615,631,661,682,799,567,493,243,289,114,98,4063,4143,223,182,29,33,0,6,0,0,29,39,2876,2872,1117,1222,3776,3822,257,324,3581,3611,1604,1680,3991,4146,208,163,2167,600,1462,1,1193,2.3,8507,1996,149,361,129,1004,2021,127,434,317,823,30,39,4011,4096,247,190,3774,3822,48,69,2897,3154,3,11,28,25,9,13,7,16,845,718,405,2897,648,2792,4259,8138,1305,1027,1093,128,118,2264,1957,90,334,74,457,QLD,0.049253556,0.045962149,0.108603667,0.103432064,1287.836541,0.513164081,0.007992478,0.343206394,0.028913963,0.178302774,1.03427468,14.99066191,Imp,0.148419319
188,10.69726456,138.5504447,-34.9577958,636,592,1007,1022,600,609,1003,986,1997,2002,1583,1502,1352,1312,1050,1190,842,996,659,936,296,588,10528,11299,497,436,72,83,0,10,0,3,72,96,7236,7795,3287,3469,7588,8080,2978,3168,8842,9642,4987,5237,10288,10976,659,738,1699,557,1338,1.1,985,2.2,22664,4282,231,752,260,3854,4271,279,1021,1208,3344,74,94,10526,11257,424,386,7589,8079,228,261,5940,7210,357,319,346,300,10,12,252,199,2885,2568,1380,7324,1777,7616,10694,21265,2942,2725,3559,359,331,6142,5641,410,1285,371,1708,SA,0.054182845,0.087760325,0.079285242,0.111184646,1937.547013,0.520450033,0.00741231,0.569247739,0.030443415,0.165497463,1.025581395,5.558992075,Imp,1.448134737
189,40.4330095,152.9707551,-27.67147873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QLD,0,0,0,0,0,0,0,0,0,0,0,22.88812572,Imp,-0.460900538
190,92949.48505,133.4450808,-14.90868047,110,122,181,197,72,79,130,99,165,176,108,135,116,113,86,68,35,36,15,7,0,3,932,950,87,86,751,798,3,0,8,8,762,806,954,983,35,29,276,250,684,741,969,992,112,169,940,978,538,502,806,266,644,1.9,942,4.1,2957,377,25,44,24,256,380,34,33,51,217,760,806,237,217,24,9,277,249,0,0,379,386,0,0,0,0,0,0,53,67,191,162,83,587,88,566,519,1917,57,28,286,56,49,350,316,6,19,3,39,NT,0.078457897,0.077443355,0.016903313,0.015551048,0.031812637,0.350574713,0.530087897,0.503380663,0.035496957,0.071331981,1.086446105,2284.998231,Imp,-0.442188994
191,40.4743854,153.3138526,-27.81295492,170,156,183,248,94,68,133,180,326,321,217,195,163,183,159,144,82,57,46,44,15,26,1511,1582,78,41,29,34,0,0,0,3,29,37,1102,1173,368,379,1375,1439,103,118,1283,1350,547,607,1438,1516,127,103,2401,702,1511,1.1,1457,2.8,3184,571,30,72,39,527,568,44,102,58,444,28,37,1444,1518,116,67,1375,1439,17,24,911,996,4,5,6,10,0,4,7,8,464,439,134,988,181,955,1252,2954,135,307,572,49,56,892,770,19,94,14,143,QLD,0.102386935,0.09830402,0.044897959,0.039874411,76.77027567,0.521193093,0.020722135,0.303924647,0.032967033,0.108320251,1.1004851,25.2362278,Imp,-0.355538541
192,189.3357036,153.5083257,-28.4002859,467,422,909,865,441,337,228,238,537,658,847,936,918,953,733,755,512,537,333,329,68,117,5628,5832,363,317,186,162,21,12,23,14,230,188,4963,5113,732,792,5565,5738,173,201,5360,5546,1621,1925,5548,5771,442,423,1950,471,1139,1.1,945,2.5,12183,2296,168,431,130,1591,2304,210,600,361,1383,229,188,5503,5744,260,215,5566,5737,70,94,3574,3893,14,19,0,0,3,6,31,41,1704,1596,754,3506,1036,3542,5242,11315,1471,1478,1425,242,193,2831,2607,80,359,96,630,NSW,0.072970533,0.038250021,0.07493434,0.08067958,64.00795945,0.50845371,0.034307288,0.15577807,0.035702561,0.155942219,1.014043993,43.35322093,NotImp,0.092153142
193,65.66480981,145.4013713,-36.34283248,649,618,1216,1172,606,576,509,538,1049,1134,1130,1185,1124,1193,920,978,601,632,408,538,150,306,7900,8424,459,449,244,255,8,9,3,0,255,264,6570,7090,1285,1213,6768,7250,1164,1150,7156,7657,2253,2779,7683,8094,674,697,1361,543,1272,1.1,1016,2.5,17148,3318,224,459,194,2301,3305,283,661,743,2090,255,262,7674,8152,431,456,6768,7251,54,52,5071,5768,89,80,434,364,4,3,106,114,1755,1603,1123,4754,1459,4995,7036,15779,1908,1993,2203,235,179,4241,3888,155,566,124,833,VIC,0.073886167,0.061056683,0.067584116,0.086069159,257.2271645,0.517989387,0.030264155,0.280599452,0.024141349,0.149513091,1.003480139,168.1504903,NotImp,0.586465931
194,1.301122363,149.0877339,-35.37202702,80,76,178,143,79,64,57,66,116,129,183,188,162,158,115,134,105,120,48,53,15,16,1088,1095,51,51,16,18,0,0,0,0,16,18,866,828,222,289,928,925,169,200,1048,1054,617,628,1083,1108,33,9,2167,918,2228,1.1,1832,2.6,2233,491,18,46,24,298,488,22,83,68,267,18,18,1075,1106,47,22,929,924,21,19,642,710,14,7,3,10,4,4,16,13,348,300,210,613,223,663,899,2191,312,284,223,19,21,613,577,85,222,66,248,ACT,0.069861173,0.055082848,0.075201432,0.084601611,970.3960274,0.5129812,0.015219338,0.393912265,0.017905103,0.116830797,1.051756007,10.67768388,Imp,-0.36301575
195,5.982157392,138.6278227,-34.90401161,347,373,711,640,459,351,521,497,986,950,901,905,940,921,715,801,439,513,298,425,130,236,6117,6317,328,294,39,23,0,0,0,0,39,23,4427,4513,1690,1821,4710,4819,1432,1549,5378,5536,3475,3541,5914,6177,404,314,1950,641,1940,1.1,1287,2.3,12807,2533,111,394,138,2212,2559,128,525,519,1870,39,24,6118,6341,288,246,4711,4819,92,120,3544,3979,180,137,98,76,10,12,71,54,1814,1701,1106,3927,1369,3925,5738,12094,1807,1496,1720,184,150,3601,3318,485,1242,381,1437,SA,0.056219255,0.07948778,0.067692067,0.091661462,1834.246821,0.518816365,0.004840725,0.506870706,0.026077452,0.141708307,1.05412034,3.732408997,Imp,0.379562737
196,13.57177268,153.229162,-27.53228829,642,579,1188,1068,674,640,615,588,1113,1137,1124,1197,1162,1279,1015,1038,433,493,228,261,61,175,7919,8182,334,276,124,141,10,9,4,0,138,150,6390,6486,1526,1682,7543,7719,439,510,7238,7495,2805,3090,7903,8102,220,262,1900,626,1568,1.1,1453,2.8,16487,3259,161,453,116,2439,3279,244,708,475,2099,139,149,7823,8052,292,255,7544,7719,58,76,5310,5886,21,34,41,43,0,3,38,47,2097,1796,919,5141,1241,5228,5922,16006,1498,2794,1249,287,224,4846,4391,82,444,88,669,QLD,0.074058349,0.07296658,0.043789423,0.056344008,1131.434065,0.516496846,0.017467249,0.252122756,0.030992237,0.130822416,1.049186579,21.40296905,Imp,0.104358753
197,6.433376664,149.1569242,-35.29233965,109,105,178,185,430,193,788,282,403,295,290,237,267,238,214,185,115,101,75,131,36,73,2762,1909,144,117,22,8,5,0,3,3,30,11,2247,1508,512,426,2491,1711,279,221,2602,1827,2170,1358,1559,1597,1347,387,2383,862,2904,1.1,2427,2.5,4892,751,45,89,30,1700,727,25,100,138,744,33,12,2746,1926,128,85,2489,1711,39,35,1523,1187,22,11,35,4,12,4,10,12,985,585,685,1762,524,1123,1479,3153,463,336,482,52,33,2025,1142,293,546,201,472,ACT,0.04374489,0.218724448,0.046188432,0.062333946,658.1127556,0.41957899,0.008379317,0.29388923,0.017371756,0.087267525,1.665711009,2.809239884,Imp,-0.219573125
198,11.18896756,150.8870329,-34.42703408,678,690,1159,1022,735,769,2128,1975,2985,2492,1796,1556,1539,1496,1382,1356,957,1077,662,767,224,437,13582,13084,663,555,198,175,13,8,3,3,214,186,8672,8553,4428,4256,9269,9129,3965,3812,10808,10820,6927,6517,12808,12500,1779,1396,1798,491,1383,1.1,991,2.2,28483,4459,349,976,268,6358,4379,359,1164,1053,4973,213,187,13007,12750,1025,701,9270,9128,353,367,7716,8536,146,125,600,484,15,18,65,78,3732,2922,1864,9277,2267,8713,13067,25307,2929,2459,5903,685,566,7266,6258,862,1989,696,2144,NSW,0.048028649,0.144050837,0.064702991,0.080080045,2336.785283,0.482621823,0.014042971,0.577903384,0.043919393,0.14636287,1.221383863,0.603382698,NotImp,1.101846019
199,27.62418268,150.9806269,-34.10648647,244,228,439,385,251,212,215,198,297,319,430,485,440,450,372,381,235,270,161,209,57,180,3015,3232,126,86,28,24,0,0,0,0,28,24,2726,2882,332,359,2967,3133,111,131,2968,3122,1064,1187,3003,3141,89,154,2300,616,1901,1.1,1603,2.8,6389,1438,46,134,71,770,1435,65,203,334,664,26,25,3021,3219,94,72,2965,3134,12,18,2303,2658,0,0,0,3,0,3,12,10,631,477,466,1859,648,1936,2265,6145,922,965,215,74,45,1785,1625,72,247,51,325,NSW,0.073876976,0.064642354,0.070892019,0.10312989,223.2028796,0.525508607,0.008137715,0.14600939,0.018622848,0.133489828,1.006730769,33.79101978,NotImp,0.011475843
200,20.05892632,145.2588037,-37.96613264,747,718,1728,1622,1051,978,1131,942,1690,1677,1578,1720,1991,2138,1741,1656,747,723,320,387,83,135,12521,12436,287,259,34,37,6,0,3,7,43,44,6427,6157,5832,6052,6362,6103,6024,6213,10955,10825,5627,5646,12395,12306,307,333,1684,506,1402,1.1,1339,3.1,25339,5677,245,515,157,3739,5687,333,741,653,2938,42,45,12268,12253,497,398,6363,6104,640,709,7717,8006,411,378,1153,1152,10,13,145,138,1876,1573,1183,8463,1441,8268,8433,24703,2765,3681,1340,438,428,7268,5863,319,1179,255,1311,VIC,0.057816015,0.081810648,0.045382794,0.049131807,1203.24273,0.502091555,0.003433307,0.951894238,0.034175217,0.104340963,1.089493832,30.95640955,NotImp,0.23078537
201,2.685083041,151.2506764,-23.87641171,181,171,312,324,158,149,152,155,306,297,335,317,316,293,224,189,92,97,31,32,10,11,2011,1942,106,92,70,75,5,9,3,3,78,87,1730,1663,216,223,1883,1808,68,85,1802,1744,627,644,1934,1888,186,132,1950,772,2031,1.1,1916,2.9,4137,808,40,143,14,619,800,48,125,70,498,76,87,1869,1812,171,139,1882,1808,13,15,1264,1308,6,4,5,6,3,3,4,3,559,463,257,1209,329,1077,1392,3821,336,595,350,43,51,1283,978,25,94,16,141,QLD,0.085085811,0.074208364,0.032141131,0.033832769,1122.634132,0.494925085,0.039874335,0.143064282,0.022716288,0.106331561,1.125465178,437.3865348,Imp,-0.385009794
