id,AREA_SQKM,Long,Lat,Age_0_4_yr_M,Age_0_4_yr_F,Age_5_14_yr_M,Age_5_14_yr_F,Age_15_19_yr_M,Age_15_19_yr_F,Age_20_24_yr_M,Age_20_24_yr_F,Age_25_34_yr_M,Age_25_34_yr_F,Age_35_44_yr_M,Age_35_44_yr_F,Age_45_54_yr_M,Age_45_54_yr_F,Age_55_64_yr_M,Age_55_64_yr_F,Age_65_74_yr_M,Age_65_74_yr_F,Age_75_84_yr_M,Age_75_84_yr_F,Age_85ov_M,Age_85ov_F,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Australian_citizen_M,Australian_citizen_F,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size,Total_Total,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,SEO_Males,SEO_Females,Buddhism_M,Buddhism_F,Christianity_Tot_M,Christianity_Tot_F,Hinduism_M,Hinduism_F,Islam_M,Islam_F,Judaism_M,Judaism_F,Other_Religions_Tot_M,Other_Religions_Tot_F,No_Religion_M,No_Religion_F,M_Tot_Volunteer,M_Tot_N_a_volunteer,F_Tot_Volunteer,F_Tot_N_a_volunteer,Total_PDs_Dwellings,Total_PDs_Persons,O_OR_Total,O_MTG_Total,R_Tot_Total,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Tot_LF_M,lfs_Tot_LF_F,M_PGrad_Deg_Total,M_BachDeg_Total,F_PGrad_Deg_Total,F_BachDeg_Total,DEATHS,Infant_Mort,Accidental_Mort,Old_Age_M,Old_Age_F,Density,Stay_at_home,Aboriginal,Foreign,Unemp,Marriage_Prob,Male_Ratio,Dist_Major_City,Imp_State,STATE,AUS_MORT_DTH
312,10.23952792,145.2988428,-38.0774941,685,657,1168,1110,588,562,529,555,1285,1381,1135,1134,914,965,526,533,274,312,108,108,16,26,7059,7147,170,195,55,53,5,8,5,0,65,61,4653,4757,2222,2263,5099,5175,1825,1875,5914,5967,2192,2572,6967,7074,225,201,1810,616,1429,1.1,1353,3,14467,2734,157,348,57,2078,2747,250,552,226,1801,66,61,6837,6988,325,294,5099,5176,239,222,3884,4206,266,222,351,341,9,20,106,94,1698,1593,487,4510,706,4491,5019,14041,785,2809,968,212,255,4140,3438,136,398,101,528,36,0.667520117,0.673006584,0.163071298,2.626325411,18.68777598,0.13345521,0.049725777,5.539670932,1.606946984,1.850822669,0.5961195,41.5156884,NotImp,VIC,-0.269116623
313,17511.48194,150.3328845,-28.397531,148,156,339,303,107,79,94,91,192,219,301,290,320,267,305,257,237,205,113,114,20,37,2002,1872,174,145,76,86,4,3,0,0,80,89,1891,1773,127,147,2007,1886,55,46,1966,1821,453,567,1980,1843,194,134,900,466,1001,1.1,840,2.4,4152,903,71,160,58,495,887,49,103,156,369,81,89,1969,1824,125,105,2006,1886,3,8,1662,1620,0,0,3,3,0,0,3,3,320,218,389,1144,492,946,1967,3825,627,339,534,36,31,1141,846,8,68,13,161,37,0.548172757,0.313399779,0.39380531,2.361725664,5.966978048,0.352876106,0.191371681,4.60840708,1.296460177,1.48340708,0.525657723,283.6771899,Imp,QLD,-0.277596444
314,22.24465527,144.7780391,-37.83953843,201,197,290,259,143,134,321,232,734,584,384,345,332,281,248,213,128,132,67,98,8,20,2763,2406,92,89,22,18,3,3,0,0,25,21,1303,1243,1319,1094,1430,1330,1231,1034,1824,1679,1195,999,2619,2329,314,146,1517,462,1119,1.1,1060,2.7,5405,961,75,187,40,1103,906,80,191,148,715,28,20,2616,2323,211,154,1431,1329,87,110,1339,1323,269,162,123,92,0,7,214,142,529,445,211,1895,223,1615,2096,4946,438,641,704,136,110,1566,1037,114,270,92,287,26,0.506763788,1.005202914,0.25987526,2.95010395,6.592213792,0.188149688,0.050935551,5.594594595,1.742203742,2.478170478,0.532550694,16.51350528,NotImp,VIC,-0.352695261
315,9399.47559,116.9903634,-33.18139832,197,173,308,331,93,120,94,78,239,239,318,324,375,376,407,371,292,214,125,112,33,45,2279,2214,202,169,53,44,0,3,0,0,53,47,2083,1973,298,310,2366,2243,49,62,2269,2162,709,774,2289,2195,108,97,975,514,1114,1.1,921,2.4,4690,1137,86,157,61,534,1147,52,140,146,395,51,46,2361,2260,69,77,2367,2242,7,11,1546,1572,3,3,0,0,3,3,3,17,675,565,658,1190,713,1041,2437,4482,847,561,450,50,30,1427,1089,10,77,17,200,27,0.423043096,0.27880387,0.326010545,2.141476274,9.636380187,0.326010545,0.087873462,4.399824253,1.280316344,1.259226714,0.550982659,172.9682335,NotImp,WA,-0.2239576
316,513.1746341,146.649293,-36.1563978,86,63,191,199,123,106,64,45,106,118,187,225,249,253,232,222,141,123,66,49,16,26,1342,1333,118,96,8,10,3,0,0,0,11,10,1286,1248,91,130,1382,1367,17,27,1364,1352,317,456,1336,1344,56,26,1300,560,1371,1.1,1137,2.5,2760,626,27,120,39,371,636,36,135,86,273,7,12,1378,1376,75,41,1379,1369,3,6,910,954,0,0,0,0,0,5,6,5,401,337,329,754,385,723,1209,2679,424,475,160,48,30,829,721,20,58,25,139,17,0.405750799,0.241214058,0.315789474,2.271132376,4.239776481,0.341307815,0.038277512,4.629984051,1.370015949,1.633173844,0.547090352,237.4839037,NotImp,VIC,-0.337757018
317,595.0366993,150.4452086,-33.60249328,0,0,7,3,0,3,0,0,0,0,0,0,5,3,0,3,3,0,0,3,0,0,12,15,0,0,0,0,0,0,0,0,0,0,12,11,3,3,15,14,0,0,15,12,0,6,10,16,0,0,1733,700,1166,1.3,1375,3.5,26,7,0,0,0,0,6,0,0,3,3,0,0,12,16,0,0,14,14,3,0,12,8,0,0,0,0,0,0,0,0,0,6,0,6,0,6,13,26,3,3,0,0,0,5,9,0,0,0,0,0,1,0,0.375,1.5,0.046221337,0,0,4.125,0.625,0.75,0.535714286,76.3571543,NotImp,NSW,-0.460143055
318,46.34383693,146.6937516,-19.34955961,459,431,862,779,472,403,363,395,676,776,668,730,539,585,484,531,311,365,180,233,34,69,4742,5102,308,194,427,410,100,107,67,72,594,589,4293,4485,473,581,4525,4788,237,284,4506,4817,1355,1643,4662,5080,293,256,1733,582,1361,1.1,1204,2.8,10291,1734,113,261,80,1538,1772,173,406,321,1419,594,590,4179,4480,275,229,4525,4789,21,36,3225,3737,8,10,9,7,0,0,17,14,1206,1057,475,2936,649,3146,3862,9744,701,1249,1367,148,153,2543,2329,22,167,45,345,49,0.74567474,0.617647059,0.38443804,2.85648415,11.74051022,0.289337176,0.778097983,5.703746398,1.55389049,2.319884726,0.611945471,1109.749284,Imp,QLD,-0.14050186
319,4.144638282,144.9136726,-37.72992814,265,232,680,622,378,345,340,287,379,396,582,685,712,725,573,567,279,306,208,275,83,120,4318,4427,162,134,10,12,4,0,0,0,14,12,3559,3623,743,762,3588,3658,730,760,4082,4210,2005,2126,4244,4380,143,120,2000,684,2101,1.1,1775,2.9,8890,1995,74,175,72,1216,1990,95,276,292,1055,18,12,4292,4397,168,152,3589,3658,58,70,3048,3331,30,27,101,90,3,3,20,3,856,736,572,2715,717,2719,3250,8622,1398,1125,432,111,83,2510,2286,179,633,143,712,41,0.457142857,0.333834586,0.351202405,2.309118236,13.67246786,0.148296593,0.01503006,4.605210421,1.299098196,1.546092184,0.559234731,10.32598499,NotImp,VIC,0.051577047
320,85.18670753,138.5423458,-35.28150454,91,76,250,220,132,139,75,63,90,110,225,257,269,283,248,251,169,162,65,73,14,24,1531,1581,99,74,15,17,0,0,0,0,15,17,1263,1280,329,333,1550,1560,45,64,1466,1504,557,661,1534,1583,32,30,1408,541,1389,1,1180,2.7,3178,772,36,97,22,367,779,34,126,84,337,17,19,1574,1596,41,42,1551,1560,16,23,805,878,3,3,4,5,0,0,10,10,641,594,326,915,410,896,1320,3113,495,514,162,36,48,906,834,37,149,33,214,16,0.422279793,0.198186528,0.335058215,2.082794308,5.532370806,0.223803364,0.041397154,4.415265201,1.234152652,1.336351876,0.556562605,39.59060781,Imp,SA,-0.33702673
321,89.39279137,152.8722727,-27.04250701,98,88,259,266,152,125,109,101,166,172,235,259,294,312,315,262,151,115,43,44,5,12,1736,1687,91,68,32,22,0,3,3,3,35,28,1465,1432,280,259,1676,1603,78,102,1647,1599,546,617,1662,1675,138,52,1993,566,1549,1,1422,2.9,3525,808,42,125,21,475,798,48,117,69,369,33,28,1710,1670,84,58,1675,1602,14,26,1132,1171,0,0,10,0,0,3,8,7,470,399,242,1140,312,1016,1214,3340,403,523,190,51,50,1029,946,23,87,19,157,11,0.429455446,0.330445545,0.211372064,2.205191595,5.251108507,0.196538937,0.0815822,4.553770087,1.333745365,1.453646477,0.532121212,49.93580265,Imp,QLD,-0.385356038
322,1628.498471,152.9192408,-28.13764126,433,442,869,912,425,443,325,276,601,652,769,880,868,854,776,779,611,554,305,332,93,180,5738,5994,339,309,266,305,13,12,13,4,292,321,5080,5254,667,711,5605,5895,115,137,5413,5660,1482,1739,5583,5836,401,399,1690,466,1125,1.1,937,2.6,12221,2417,185,463,135,1570,2413,199,530,448,1363,292,319,5508,5716,276,269,5605,5894,36,42,4214,4630,4,0,3,6,5,3,22,29,1158,1058,792,3495,1133,3455,5172,11418,1475,1341,1470,194,177,2959,2565,45,204,53,325,110,0.542407944,0.362846504,0.440860215,2.537634409,15.70304004,0.267990074,0.26426799,4.907361456,1.29693962,1.864764268,0.584786642,51.45930074,Imp,QLD,0.224243983
323,373.1108151,145.6448494,-38.07969879,263,220,654,645,330,343,236,211,300,308,576,631,677,686,536,503,321,334,161,170,49,50,3901,3934,203,165,14,11,0,0,0,0,14,11,3500,3523,440,437,3842,3860,134,130,3790,3824,889,1266,3883,3884,121,132,1650,535,1439,1.1,1274,2.8,8020,1759,87,219,77,1051,1762,102,279,219,871,11,13,3951,3980,140,107,3842,3860,9,21,2611,2695,0,3,0,0,0,3,8,18,1072,1018,652,2330,839,2202,2978,7767,1026,1233,385,70,77,2320,1924,33,167,34,299,52,0.496873223,0.290505969,0.314772727,2.335795455,11.99496612,0.209090909,0.014204545,4.658522727,1.361931818,1.543181818,0.551061543,66.6625488,NotImp,VIC,-0.141018341
324,16.46570102,153.3232197,-27.94721164,734,732,1427,1399,707,672,533,521,1171,1252,1439,1621,1039,1039,629,615,325,318,91,80,6,25,7769,8032,332,241,75,104,8,8,3,4,86,116,5143,5333,2564,2572,6874,6982,842,950,6120,6370,2788,3083,7643,7912,285,301,2210,647,1630,1.1,1632,3.2,16143,3173,150,353,39,2223,3216,222,508,168,2030,89,112,7639,7816,372,346,6875,6981,77,84,4815,5325,59,60,105,93,15,9,28,36,2262,1998,680,4888,975,4813,5154,15555,593,2558,1667,319,312,4701,4165,136,451,118,679,28,0.680428616,0.533249291,0.133270321,2.47826087,20.56074261,0.180529301,0.06710775,5.20352867,1.579395085,1.676433522,0.59243878,12.72529248,Imp,QLD,-0.295390196
325,32.40744244,151.6263996,-33.13017899,269,283,591,600,376,346,272,238,446,458,633,639,737,783,756,806,678,686,377,448,107,201,4936,5189,308,297,136,153,0,11,3,0,139,164,4478,4656,452,508,4853,5094,109,138,4788,5016,1205,1358,4878,5098,253,238,1800,454,1200,1.1,926,2.4,10464,2357,137,355,189,1349,2353,148,434,586,1084,139,166,4828,5066,278,254,4854,5094,37,41,3561,3964,5,9,7,12,3,5,12,14,1121,1015,634,3334,848,3366,4788,9977,1816,1138,998,181,115,2474,2096,68,289,62,449,93,0.370810352,0.290199406,0.566157761,2.2985581,15.44293783,0.256573367,0.129770992,4.36259542,1.097964377,1.695080577,0.579881657,90.74077953,NotImp,NSW,0.328869259
326,1.590353701,149.1247586,-35.31719558,35,22,76,77,51,45,46,45,98,92,94,96,112,120,122,121,64,60,32,38,11,11,684,686,58,40,3,0,0,0,0,0,3,0,526,521,165,164,587,578,109,112,652,646,492,473,663,671,169,126,2500,1458,3556,1.1,2935,2.4,1627,349,12,26,10,235,336,12,42,37,205,0,0,694,690,46,38,586,576,11,22,409,432,17,13,3,7,8,7,3,3,216,180,175,401,190,391,616,1334,193,180,151,16,10,473,414,124,203,95,214,7,0.280802292,0.40974212,0.311428571,2.077142857,2.32473313,0.28,0.008571429,4.328571429,1.38,1.585714286,0.562258314,3.929773865,Imp,ACT,-0.392472181
327,2955.863318,146.8478356,-37.44825995,3,0,0,3,0,0,0,0,0,3,7,0,5,3,4,0,0,0,0,0,0,0,14,11,4,0,0,3,0,0,0,0,0,3,10,9,0,0,11,6,0,0,11,8,0,3,9,4,6,6,910,350,841,1,741,2.3,27,5,3,3,0,0,4,0,0,0,4,0,3,13,5,4,3,11,6,0,0,6,6,0,0,0,0,0,0,0,0,6,3,3,6,0,6,17,12,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,2.333333333,0.033818554,0.666666667,0.5,3.666666667,1,1.166666667,0.290322581,170.8667756,NotImp,VIC,-0.460746084
328,56.47676837,146.0484746,-34.28130084,717,635,1342,1218,639,596,577,629,1218,1190,1129,1172,1150,1100,899,959,617,671,455,574,142,272,8478,8639,406,377,401,415,8,5,3,3,412,423,6348,6613,1787,1772,6232,6456,1985,2009,7318,7587,1973,2324,8081,8246,941,756,1582,527,1255,1.1,1028,2.6,18024,3635,186,409,189,2407,3560,243,471,821,2067,410,424,7785,8030,690,562,6233,6456,26,43,6455,6994,141,133,197,139,3,3,343,291,835,692,1024,4937,1391,4969,6955,16329,2079,1783,2144,246,215,4480,3891,94,405,77,638,144,0.543878955,0.508115543,0.417216722,2.495874587,24.7197396,0.215346535,0.232673267,4.76650165,1.291254125,1.750275028,0.584354138,302.4985232,NotImp,NSW,0.551825302
329,9.366837661,115.6562931,-32.58810704,246,201,480,480,242,255,170,184,329,328,420,480,498,484,606,643,469,420,223,202,28,46,3289,3445,422,280,52,55,0,3,0,0,52,58,2637,2654,845,882,3380,3408,130,166,3152,3187,1000,1156,3283,3458,129,108,2000,509,1189,1,1023,2.4,6979,1660,103,274,69,881,1672,122,334,168,746,49,60,3456,3515,206,150,3380,3407,20,52,2222,2422,3,3,4,8,4,0,3,26,1048,908,408,2295,577,2253,4375,6743,989,852,892,123,113,1788,1454,37,175,24,270,33,0.410240964,0.309036145,0.402167369,2.131246237,14.22983669,0.422636966,0.066225166,4.563515954,1.14449127,1.488260084,0.579365079,73.03456073,NotImp,WA,-0.161614486
330,6.239177527,151.1057165,-33.98424635,632,581,1393,1313,829,687,895,938,1677,1645,1404,1703,1548,1663,1176,1278,749,811,489,611,203,378,10644,11324,352,284,43,39,0,0,4,7,47,46,5865,6005,4664,5118,4859,4957,5750,6272,8747,9254,5784,6084,10532,11127,335,420,2167,572,1620,1.2,1437,2.9,22416,5032,150,412,181,3196,5130,252,721,844,2765,47,47,10546,11186,403,374,4860,4958,526,719,6285,6987,288,218,428,403,28,43,29,30,2691,2497,1018,7365,1363,7753,8081,21657,2835,2563,1929,321,319,5953,5339,751,1775,657,1916,159,0.392289348,0.519674086,0.357639579,2.252334592,33.08225434,0.126365985,0.0192728,4.966421617,1.246175243,1.613153189,0.600486266,15.99595819,NotImp,NSW,0.870385089
331,3.750835063,115.7581558,-31.99425518,197,181,462,446,196,223,271,252,542,483,404,504,518,533,511,546,309,307,142,180,57,135,3354,3595,256,194,5,3,0,0,0,0,5,3,2424,2551,838,881,3080,3191,200,251,2897,3050,2199,2223,3129,3369,411,406,2800,1036,2795,1.1,2495,2.5,7316,1486,43,207,52,1161,1535,56,270,259,1041,6,6,3285,3477,319,305,3081,3190,24,42,1961,2250,11,13,3,3,17,10,11,14,1106,969,699,1935,919,1904,3107,6499,1091,677,845,63,63,2056,1735,322,967,245,960,58,0.432705249,0.534320323,0.418291863,2.38937458,12.72716231,0.30262273,0.00537996,4.780766644,1.425016812,2.010759919,0.608835341,10.36287858,NotImp,WA,-0.036433438
332,5.389722383,152.9520743,-27.54576947,390,357,668,688,313,302,198,262,541,615,745,883,692,716,506,485,261,268,124,186,83,228,4352,4862,169,127,15,23,4,3,0,3,19,29,2894,3249,1512,1630,3428,3818,998,1061,3962,4359,2406,2530,4300,4642,139,328,2167,823,2320,1,2143,2.9,9409,2181,73,173,82,952,2204,96,297,361,987,21,28,4421,4862,83,97,3429,3818,131,144,2769,3284,151,158,82,84,9,18,59,55,1054,991,747,2588,935,2874,3232,8937,891,1500,641,108,94,2679,2514,362,817,267,941,112,0.469967905,0.368179734,0.312557287,2.089367553,14.16674644,0.135655362,0.023831347,4.620073327,1.270852429,1.307057745,0.628226111,10.89280593,Imp,QLD,0.126447121
333,35.60982074,152.7526675,-25.28666768,130,123,365,335,149,151,58,57,137,176,279,356,372,354,350,392,307,219,80,68,14,15,2052,2121,188,125,22,39,5,6,0,4,27,49,1711,1765,414,399,2069,2096,74,82,1989,2048,579,724,2050,2142,74,63,1733,469,1181,1.1,1059,2.8,4328,1133,34,140,35,404,1160,46,149,83,351,29,48,2108,2124,104,76,2069,2096,4,15,1484,1597,3,7,0,0,3,3,5,8,525,438,276,1352,400,1303,1694,4192,656,648,199,102,78,1011,959,30,116,34,182,16,0.430714916,0.171226831,0.266313933,1.892416226,7.368977843,0.276014109,0.071428571,4.002645503,0.96031746,1.024691358,0.557735287,244.3808051,Imp,QLD,-0.326292547
334,7.648085308,115.7758984,-31.83290883,500,493,1064,907,597,498,486,411,656,666,1059,1165,1018,1162,1126,1222,638,565,215,312,89,176,7072,7316,376,262,32,16,8,9,0,0,40,25,4794,4874,2468,2522,6631,6653,652,765,6497,6665,3598,3664,7105,7236,141,265,2000,761,2240,1,1959,2.8,14749,3558,104,303,96,1824,3631,140,527,416,1460,39,24,7240,7416,169,137,6631,6651,69,83,4726,5233,44,49,36,36,12,11,20,32,2104,1737,1006,4637,1413,4544,5572,14344,2138,2306,662,149,97,4452,3875,327,1109,212,1278,88,0.437605396,0.299887577,0.295869626,2.072492273,30.46861594,0.179263838,0.02051138,4.612250632,1.278168025,1.299803316,0.566928545,15.45096128,NotImp,WA,0.197092223
335,3940.028546,148.6089213,-36.49167543,240,212,489,417,298,204,223,183,418,390,522,516,553,502,449,350,239,190,113,100,24,32,3315,2891,252,205,35,26,4,5,0,0,39,31,2632,2305,398,388,2883,2560,157,157,2871,2535,1147,1201,2790,2579,6918,4974,1584,650,1431,1.1,1197,2.5,17261,1219,107,236,51,1227,1182,78,204,136,873,45,29,3008,2684,517,383,2884,2561,29,38,1852,1755,4,4,6,3,3,3,10,15,934,776,603,1751,617,1519,3124,5371,710,673,545,44,26,1919,1584,61,218,62,325,24,0.575061526,0.493027071,0.263934426,2.829508197,8.147909829,0.374590164,0.060655738,5.163114754,1.594262295,2.235245902,0.497269515,142.4260198,NotImp,NSW,-0.266514086
336,10.15532794,144.9939548,-37.70985485,784,700,1191,1054,573,550,818,714,1971,1833,1673,1765,1383,1328,1064,1186,940,1088,760,922,245,399,11078,11210,324,329,71,84,0,0,0,5,71,89,6237,6372,4436,4530,5104,5157,5662,5832,8926,9212,4336,4427,10724,10898,605,551,1733,435,1175,1.1,1011,2.5,22774,4750,251,576,277,3570,4675,301,730,1191,2895,73,88,10679,10871,649,581,5104,5156,274,325,6938,7552,379,231,796,784,4,4,292,197,1719,1567,765,7637,1050,7740,9179,21620,3536,2089,2511,347,297,5620,4546,349,1014,296,1168,193,0.398105263,0.565263158,0.507051147,2.543254052,32.53559372,0.137444748,0.033677121,5.134077036,1.245422016,1.944643233,0.584964007,11.90180014,NotImp,VIC,1.152113482
337,8.605437166,151.3262272,-33.61874352,351,357,909,830,413,361,281,248,393,402,703,845,963,1066,927,951,622,597,284,362,132,200,5489,5799,489,420,20,20,0,0,0,0,20,20,4448,4558,1297,1417,5456,5673,299,351,5303,5531,3015,3090,5436,5698,218,282,3000,771,2163,1.1,1798,2.7,11632,2755,125,358,120,1358,2784,131,538,436,1144,18,18,5698,5971,261,230,5454,5674,60,117,3357,3747,3,8,15,4,31,25,23,18,1976,1796,1013,3410,1286,3438,5362,11136,1776,1511,841,123,121,3267,2877,329,948,219,1017,71,0.459528131,0.232667877,0.42053701,2.142597968,18.08618286,0.329825835,0.014513788,4.545355588,1.229317852,1.434687954,0.579914211,29.77532168,NotImp,NSW,0.350401415
338,2.145694837,145.8961501,-41.07174964,124,108,200,192,121,94,132,144,223,227,178,189,181,215,195,207,146,178,80,113,21,39,1487,1611,113,95,111,102,4,3,0,3,115,108,1374,1512,114,104,1475,1597,32,37,1473,1587,267,312,1469,1607,78,62,1083,415,936,1.1,732,2.2,3217,552,33,125,41,525,562,49,170,168,461,115,106,1401,1533,84,68,1477,1595,8,10,823,1005,4,6,6,3,0,0,7,16,520,470,138,1000,208,1074,1510,3078,423,436,492,72,66,745,661,6,34,7,73,18,0.557971014,0.664855072,0.596745027,2.871609403,3.757756753,0.376130199,0.410488246,5.585895118,1.466546112,2.694394213,0.622173596,370.9781168,NotImp,TAS,-0.294803194
339,6.262344871,153.0387972,-27.34061039,321,302,481,422,256,237,265,284,690,779,603,659,496,600,412,500,295,413,217,402,86,186,3953,4647,169,135,60,80,3,3,3,0,66,83,2607,3145,1349,1446,3111,3696,869,949,3322,3987,1831,2063,3911,4519,154,236,1950,649,1509,1.1,1214,2.3,8817,1689,94,308,95,1134,1690,141,516,535,1178,65,84,3882,4478,176,220,3110,3697,70,68,2557,3346,105,103,67,58,3,0,85,85,920,847,452,2654,701,3133,3839,8428,1050,1274,1162,103,107,2287,2329,106,446,87,610,90,0.463587922,0.576672587,0.592307692,2.518343195,10.96477011,0.179881657,0.091715976,5.223668639,1.416568047,2.228402367,0.677140835,14.57879637,Imp,QLD,0.154185619
340,7.297523989,151.0338058,-33.99480732,244,227,664,633,523,493,542,508,496,461,516,607,944,1115,898,780,310,256,134,149,55,85,5147,5173,179,139,32,18,0,3,0,0,32,21,3982,3984,1169,1187,3983,3932,1196,1269,4967,4963,2551,2509,5059,5096,152,157,2300,721,2381,1,2341,3.3,10460,2620,58,136,77,1528,2634,80,205,227,1305,37,17,5129,5165,161,129,3983,3933,60,70,4141,4317,34,48,130,133,4,6,0,7,674,511,699,3502,848,3422,3212,10155,1496,1362,206,105,82,3309,3018,166,708,141,789,86,0.340076336,0.383206107,0.186951545,2.035864174,17.23300937,0.121327738,0.02022129,4.351774132,1.293781,1.326974437,0.545921512,21.34769981,NotImp,NSW,-0.088033508
341,5.674800105,145.0315717,-37.8244073,503,460,900,830,648,602,1356,1241,2627,2510,1326,1437,1036,1180,868,981,569,617,275,380,90,269,9701,10015,497,494,20,10,3,0,0,0,23,10,6286,6839,3254,3140,7123,7676,2455,2359,7551,8212,6842,7192,8935,9510,1130,819,2200,831,2509,1.2,1625,2.2,20394,3338,145,383,100,4829,3368,170,631,486,4563,23,9,9547,10040,628,458,7122,7678,348,415,4430,5409,508,301,261,135,114,116,80,68,3265,3158,1763,6326,2381,6288,9488,18446,2187,1855,4226,362,285,6269,5922,1231,2698,991,3034,77,0.407429599,1.158777711,0.379155436,3.014675052,22.85807077,0.296795448,0.010781671,6.04162923,1.962863133,3.292003594,0.62653548,6.106990437,NotImp,VIC,0.328465622
342,19.99482257,145.7407432,-17.01744226,518,528,982,918,374,336,246,313,675,772,728,825,587,562,437,457,220,240,84,92,12,28,4560,4877,302,195,356,453,146,149,125,130,627,732,3899,4032,584,684,4127,4311,366,429,4222,4403,1188,1541,4442,4768,317,288,1779,608,1327,1.1,1189,2.9,9815,1553,106,279,47,1374,1584,172,361,182,1328,627,733,3883,4023,352,314,4126,4312,76,63,2918,3350,3,5,13,6,0,0,33,26,1179,1045,434,2558,596,2705,3532,9211,621,1344,1168,150,128,2423,2169,15,133,21,295,27,0.972311655,0.636188023,0.231660232,2.996138996,10.58329109,0.31981982,1.048906049,6.088803089,1.641570142,2.297940798,0.61608553,1382.202475,Imp,QLD,-0.30516727
343,13.00317675,145.3018755,-38.05437373,1313,1202,2799,2658,1281,1147,858,815,1729,1944,2530,2790,1961,1949,1087,1039,538,510,174,178,31,62,13967,14002,331,294,52,47,4,6,0,0,56,53,9037,9054,4815,4831,9760,9729,4160,4219,12465,12446,4867,5574,13951,13965,237,224,1811,622,1615,1.1,1590,3.4,28377,6071,205,489,92,3334,6099,328,744,403,2860,57,54,13849,13880,394,359,9760,9728,453,477,8258,8855,384,354,1075,977,16,10,252,212,2893,2538,1151,8466,1495,8377,8519,27915,1501,5459,1071,353,372,7955,6567,232,981,210,1229,60,0.659034755,0.419041344,0.123517787,2.333992095,41.49639217,0.102931489,0.018610013,5.1506917,1.371376812,1.304677207,0.566615135,39.94461914,NotImp,VIC,-0.09257773
344,59.24208027,151.6601877,-32.82738954,299,266,584,558,289,253,241,267,485,499,496,562,571,521,522,571,399,442,181,228,59,68,3948,4067,180,167,189,225,10,3,6,8,205,236,3609,3702,290,291,3850,3899,100,146,3771,3886,653,783,3933,4037,154,148,1408,436,1110,1.1,930,2.5,8271,1535,113,278,88,1231,1561,143,358,333,1015,205,235,3746,3813,174,187,3849,3899,15,22,2991,3260,3,3,4,7,0,0,14,23,754,615,295,2666,458,2659,3303,7970,1185,1057,806,147,115,1972,1588,11,90,12,161,63,0.553745928,0.48990228,0.48046875,2.7265625,10.05501187,0.225911458,0.297526042,5.24609375,1.358723958,2.150390625,0.580853107,123.0760493,NotImp,NSW,-0.071899211
345,8.910977161,151.1786053,-33.94433014,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,6,0,0,0,0,0,69,46,0,0,0,0,0,0,114,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.019713678,0,0,2.5,0.75,0,0,8.937105942,NotImp,NSW,-0.460873807
346,6.507118752,151.0323231,-33.95794959,505,428,984,896,476,498,503,467,938,993,965,1078,1147,1202,870,913,599,631,445,600,165,328,7407,7844,189,190,63,79,0,4,3,0,66,83,4951,5215,2241,2438,4561,4851,2681,2878,6696,7123,2918,3154,7208,7641,326,365,2167,558,1539,1.1,1289,2.7,15539,3334,157,396,220,2002,3349,206,578,786,1792,64,85,7159,7648,374,301,4559,4853,309,362,5112,5717,106,98,323,317,4,0,60,66,1095,962,671,4974,945,5316,5745,14849,2116,1856,1274,187,167,4021,3557,215,673,194,864,153,0.423515297,0.421415717,0.467466267,2.403898051,21.92954716,0.113643178,0.045577211,4.969415292,1.255772114,1.731334333,0.592390503,18.99943445,NotImp,NSW,0.665634334
